name,category,dimensions,unit_weight,unit,tolerance_min_pct,tolerance_max_pct,aliases,status
MS SQUARE PIPE 50*50*3.6(COIL),Pipes,"[50.0, 50.0, 3.6]",34.0,kg/piece,5.0,5.0,"[""MSP50*50*3.6C""]",MaterialStatusEnum.Active
MS SQUARE PIPE 60*60*2(RAIPUR),Pipes,"[60.0, 60.0, 2.0]",22.0,kg/piece,5.0,5.0,"[""MSP60*60*2R""]",MaterialStatusEnum.Active
MS SQUARE PIPE 60*60*2.5(COIL),Pipes,"[60.0, 60.0, 2.5]",27.0,kg/piece,5.0,5.0,"[""MSP60*60*2.5C""]",MaterialStatusEnum.Active
MS SQUARE PIPE 60*60*3.2(COIL),Pipes,"[60.0, 60.0, 3.2]",34.0,kg/piece,5.0,5.0,"[""MSP60*60*3.2C""]",MaterialStatusEnum.Active
MS SQUARE PIPE 60*60*4(COIL),Pipes,"[60.0, 60.0, 4.0]",41.0,kg/piece,5.0,5.0,"[""MSP60*60*4C""]",MaterialStatusEnum.Active
MS SQUARE PIPE 72*72*2(RAIPUR),Pipes,"[72.0, 72.0, 2.0]",27.0,kg/piece,5.0,5.0,"[""MSP72*72*2R""]",MaterialStatusEnum.Active
MS SQUARE PIPE 72*72*2(COIL),Pipes,"[72.0, 72.0, 2.0]",27.0,kg/piece,5.0,5.0,"[""MSP72*72*2C""]",MaterialStatusEnum.Active
MS SQUARE PIPE 72*72*2.5(COIL),Pipes,"[72.0, 72.0, 2.5]",32.0,kg/piece,5.0,5.0,"[""MSP72*72*2.5C""]",MaterialStatusEnum.Active
MS SQUARE PIPE 72*72*3(COIL),Pipes,"[72.0, 72.0, 3.0]",39.0,kg/piece,5.0,5.0,"[""MSP72*72*3C""]",MaterialStatusEnum.Active
MS SQUARE PIPE 72*72*4(COIL),Pipes,"[72.0, 72.0, 4.0]",52.0,kg/piece,5.0,5.0,"[""MSP72*72*4C""]",MaterialStatusEnum.Active
MS SQUARE PIPE 72*72*5(COIL),Pipes,"[72.0, 72.0, 5.0]",64.0,kg/piece,5.0,5.0,"[""MSP72*72*5C""]",MaterialStatusEnum.Active
MS SQUARE PIPE 72*72*6(COIL),Pipes,"[72.0, 72.0, 6.0]",77.0,kg/piece,5.0,5.0,"[""MSP72*72*6C""]",MaterialStatusEnum.Active
MS SQUARE PIPE 80*80*4 (COIL),Pipes,"[80.0, 80.0, 4.0]",58.0,kg/piece,5.0,5.0,"[""MSP80*80*4C""]",MaterialStatusEnum.Active
MS SQUARE PIPE 80*80*4.8 (COIL),Pipes,"[80.0, 80.0, 4.8]",71.0,kg/piece,5.0,5.0,"[""MSP80*80*4.8C""]",MaterialStatusEnum.Active
MS SQUARE PIPE 80*80*5 (COIL),Pipes,"[80.0, 80.0, 5.0]",69.0,kg/piece,5.0,5.0,"[""MSP80*80*5C""]",MaterialStatusEnum.Active
MS SQUARE PIPE 80*80*6(COIL),Pipes,"[80.0, 80.0, 6.0]",83.0,kg/piece,5.0,5.0,"[""MSP80*80*6C""]",MaterialStatusEnum.Active
MS SQUARE PIPE 100*100*2(COIL),Pipes,"[100.0, 100.0, 2.0]",37.0,kg/piece,5.0,5.0,"[""MSP100*100*2C""]",MaterialStatusEnum.Active
MS SQUARE PIPE 100*100*2.5(COIL),Pipes,"[100.0, 100.0, 2.5]",47.0,kg/piece,5.0,5.0,"[""MSP100*100*2.5C""]",MaterialStatusEnum.Active
MS SQUARE PIPE 100*100*3(COIL),Pipes,"[100.0, 100.0, 3.0]",55.0,kg/piece,5.0,5.0,"[""MSP100*100*3C""]",MaterialStatusEnum.Active
MS SQUARE PIPE 100*100*3.6(JINDAL),Pipes,"[100.0, 100.0, 3.6]",64.0,kg/piece,5.0,5.0,"[""MSP100*100*3J""]",MaterialStatusEnum.Active
MS RECTANGLE PIPE 100*50*3(JINDAL),Pipes,"[100.0, 50.0, 3.0]",41.0,kg/piece,5.0,5.0,"[""MSP100*50*3J""]",MaterialStatusEnum.Active
MS SQUARE PIPE 100*100*4(COIL),Pipes,"[100.0, 100.0, 4.0]",71.0,kg/piece,5.0,5.0,"[""MSP100*100*4C""]",MaterialStatusEnum.Active
"MS ROUND PIPE 1/2"" *1.2MM RAIPUR",Pipes,"[1.0, 2.0, 1.2]",3.5,kg/piece,5.0,5.0,"[""MSPNB15*2R""]",MaterialStatusEnum.Active
"MS ROUND PIPE 1/2"" *2MM JINDAL",Pipes,"[1.0, 2.0, 2.0]",6.0,kg/piece,5.0,5.0,"[""MSPNB15*2J""]",MaterialStatusEnum.Active
"MS ROUND PIPE 1""(33 OD)*1.6mm(RAIPUR)",Pipes,"[1.0, 33.0, 1.6]",7.5,kg/piece,5.0,5.0,"[""MSPOD33*1.6R""]",MaterialStatusEnum.Active
"MS ROUND PIPE 1""(33 OD)*2mm(COIL)",Pipes,"[1.0, 33.0, 2.0]",10.0,kg/piece,5.0,5.0,"[""MSPOD33*2C""]",MaterialStatusEnum.Active
"MS ROUND PIPE 1 1/2"" (48 OD)*1.6mm(RAIPUR)",Pipes,"[1.0, 1.0, 2.0, 48.0, 1.6]",11.5,kg/piece,5.0,5.0,"[""MSPOD48*1.6R""]",MaterialStatusEnum.Active
"MS ROUND PIPE 1 1/2"" (48 OD)*2mm(RAIPUR)",Pipes,"[1.0, 1.0, 2.0, 48.0, 2.0]",14.0,kg/piece,5.0,5.0,"[""MSPOD48*2R""]",MaterialStatusEnum.Active
"MS ROUND PIPE 1 1/2"" (48 OD)*2.5mm(RAIPUR)",Pipes,"[1.0, 1.0, 2.0, 48.0, 2.5]",17.0,kg/piece,5.0,5.0,"[""MSPOD48*2.5R""]",MaterialStatusEnum.Active
"MS ROUND PIPE 1 1/2"" (48 OD)*3mm(RAIPUR)",Pipes,"[1.0, 1.0, 2.0, 48.0, 3.0]",19.8,kg/piece,5.0,5.0,"[""MSPOD48*3R""]",MaterialStatusEnum.Active
"MS ROUND PIPE 1 1/2"" (48 OD)*3mm(COIL)",Pipes,"[1.0, 1.0, 2.0, 48.0, 3.0]",19.8,kg/piece,5.0,5.0,"[""MSPOD48*3C""]",MaterialStatusEnum.Active
"MS ROUND PIPE 1 1/2"" (48 OD)*2mm(COIL)",Pipes,"[1.0, 1.0, 2.0, 48.0, 2.0]",14.0,kg/piece,5.0,5.0,"[""MSPOD48*2C""]",MaterialStatusEnum.Active
"MS ROUND PIPE 2"" (60 OD)*1.6mm(RAIPUR)",Pipes,"[2.0, 60.0, 1.6]",14.0,kg/piece,5.0,5.0,"[""MSPOD60*1.6R""]",MaterialStatusEnum.Active
"MS ROUND PIPE 2"" (60 OD)*2mm(RAIPUR)",Pipes,"[2.0, 60.0, 2.0]",17.5,kg/piece,5.0,5.0,"[""MSPOD60*2R""]",MaterialStatusEnum.Active
MS ROUND PIPE 125NB*3MM JINDAL,Pipes,"[125.0, 3.0]",57.0,kg/piece,5.0,5.0,"[""MSP125*3NBR""]",MaterialStatusEnum.Active
MS ROUND PIPE 40NB*2.6MM JINDAL,Pipes,"[40.0, 2.6]",17.0,kg/piece,5.0,5.0,"[""MSP40*2.6NBJ""]",MaterialStatusEnum.Active
MS ROUND PIPE 50NB*2MM RAIPUR,Pipes,"[50.0, 2.0]",18.0,kg/piece,5.0,5.0,"[""MSP50*2NBR""]",MaterialStatusEnum.Active
MS ROUND PIPE 25NB*1.6MM RAIPUR,Pipes,"[25.0, 1.6]",7.5,kg/piece,5.0,5.0,"[""MSP25*1.6NBR""]",MaterialStatusEnum.Active
MS ROUND PIPE 50NB*6MM APOLLO,Pipes,"[50.0, 6.0]",49.0,kg/piece,5.0,5.0,"[""MSP50*6NBA""]",MaterialStatusEnum.Active
MS ROUND PIPE 25NB*3.2MM APOLLO,Pipes,"[25.0, 3.2]",15.0,kg/piece,5.0,5.0,"[""MSP25*3.2NBA""]",MaterialStatusEnum.Active
MS ROUND PIPE 100NB*4MM JINDAL,Pipes,"[100.0, 4.0]",66.0,kg/piece,5.0,5.0,"[""MSP100*4NBJ""]",MaterialStatusEnum.Active
MS PIPE RECTANGLE 40*20*1.6(RAIPUR),Pipes,"[40.0, 20.0, 1.6]",8.5,kg/piece,5.0,5.0,"[""MSP40*20*1.6R""]",MaterialStatusEnum.Active
GP PIPE RECTANGLE 40*20*1.6,Pipes,"[40.0, 20.0, 1.6]",8.5,kg/piece,5.0,5.0,"[""GPP40*20*1.6R""]",MaterialStatusEnum.Active
MS PIPE RECTANGLE 50*25*1.6(RAIPUR),Pipes,"[50.0, 25.0, 1.6]",11.0,kg/piece,5.0,5.0,"[""MSP50*25*1.6R""]",MaterialStatusEnum.Active
MS PIPE RECTANGLE 50*25*2(RAIPUR),Pipes,"[50.0, 25.0, 2.0]",13.5,kg/piece,5.0,5.0,"[""MSP50*25*2R""]",MaterialStatusEnum.Active
MS PIPE RECTANGLE 50*25*2(COIL),Pipes,"[50.0, 25.0, 2.0]",13.5,kg/piece,5.0,5.0,"[""MSP50*25*2C""]",MaterialStatusEnum.Active
MS PIPE RECTANGLE 60*40*2(RAIPUR),Pipes,"[60.0, 40.0, 2.0]",18.0,kg/piece,5.0,5.0,"[""MSP60*40*2R""]",MaterialStatusEnum.Active
MS PIPE RECTANGLE 80*40*2(RAIPUR),Pipes,"[80.0, 40.0, 2.0]",22.0,kg/piece,5.0,5.0,"[""MSP80*40*2R""]",MaterialStatusEnum.Active
MS PIPE RECTANGLE 80*40*2(COIL),Pipes,"[80.0, 40.0, 2.0]",22.0,kg/piece,5.0,5.0,"[""MSP80*40*2C""]",MaterialStatusEnum.Active
MS PIPE RECTANGLE 96*48*3(COIL),Pipes,"[96.0, 48.0, 3.0]",41.0,kg/piece,5.0,5.0,"[""MSP96*48*3C""]",MaterialStatusEnum.Active
MS PIPE RECTANGLE 100*50*2 RAIPUR,Pipes,"[100.0, 50.0, 2.0]",27.5,kg/piece,5.0,5.0,"[""MSP100*50*2R""]",MaterialStatusEnum.Active
MS PIPE RECTANGLE 122*61*2 RAIPUR,Pipes,"[122.0, 61.0, 2.0]",33.5,kg/piece,5.0,5.0,"[""MSP122*61*2R""]",MaterialStatusEnum.Active
MS PIPE 80NB 2.5MM JINDAL,Pipes,"[80.0, 2.5]",45.0,kg/piece,5.0,5.0,"[""MSP80NB*2.5J""]",MaterialStatusEnum.Active
MS PIPE 40*40*2 JINDAL,Pipes,"[40.0, 40.0, 2.0]",13.5,kg/piece,5.0,5.0,"[""MSP40*40*2J""]",MaterialStatusEnum.Active
MS PIPE 32*32*2 JINDAL,Pipes,"[32.0, 32.0, 2.0]",12.0,kg/piece,5.0,5.0,"[""MSP32*32*2J""]",MaterialStatusEnum.Active
MS PIPE 32*32*2.6 JINDAL,Pipes,"[32.0, 32.0, 2.6]",13.0,kg/piece,5.0,5.0,"[""MSP32*32*2.6J""]",MaterialStatusEnum.Active
MS PIPE 32*32*2.9 JINDAL,Pipes,"[32.0, 32.0, 2.9]",15.5,kg/piece,5.0,5.0,"[""MSP32*32*2.9J""]",MaterialStatusEnum.Active
MS PIPE 25*25*2 JINDAL,Pipes,"[25.0, 25.0, 2.0]",9.0,kg/piece,5.0,5.0,"[""MSP25*25*2J""]",MaterialStatusEnum.Active
MS PIPE 20*20*2 JINDAL,Pipes,"[20.0, 20.0, 2.0]",7.0,kg/piece,5.0,5.0,"[""MSP20*20*2J""]",MaterialStatusEnum.Active
MS PIPE 72*72*3 SEMI COIL,Pipes,"[72.0, 72.0, 3.0]",39.0,kg/piece,5.0,5.0,"[""MSP72*72*3SC""]",MaterialStatusEnum.Active
MS PIPE 80*40*3 SEMI COIL,Pipes,"[80.0, 40.0, 3.0]",31.5,kg/piece,5.0,5.0,"[""MSP80*40*3SC""]",MaterialStatusEnum.Active
MS PIPE 150*150*3 JINDAL,Pipes,"[150.0, 150.0, 3.0]",83.0,kg/piece,5.0,5.0,"[""MSP150*150*3J""]",MaterialStatusEnum.Active
MS PIPE 150*150*5 JINDAL,Pipes,"[150.0, 150.0, 5.0]",137.0,kg/piece,5.0,5.0,"[""MSP150*150*5J""]",MaterialStatusEnum.Active
MS PIPE 200*100*4 JINDAL,Pipes,"[200.0, 100.0, 4.0]",108.0,kg/piece,5.0,5.0,"[""MSP200*100*4J""]",MaterialStatusEnum.Active
MS PIPE 100*100*4 SAMBHAV,Pipes,"[100.0, 100.0, 4.0]",240.0,kg/piece,5.0,5.0,"[""MSP100*100*4S""]",MaterialStatusEnum.Active
MS PIPE 60*40*2.9 SAMBHAV,Pipes,"[60.0, 40.0, 2.9]",85.0,kg/piece,5.0,5.0,"[""MSP60*40*2.9S""]",MaterialStatusEnum.Active
MS PIPE 50*50*2.9 SAMBHAV,Pipes,"[50.0, 50.0, 2.9]",26.0,kg/piece,5.0,5.0,"[""MSP50*50*2.9S""]",MaterialStatusEnum.Active
MS PIPE 150*150*5 SAMBHAV,Pipes,"[150.0, 150.0, 5.0]",135.0,kg/piece,5.0,5.0,"[""MSP150*150*5S""]",MaterialStatusEnum.Active
MS PIPE 60*40*26 JINDAL,Pipes,"[60.0, 40.0, 26.0]",23.0,kg/piece,5.0,5.0,"[""MSP60*40*2.6J""]",MaterialStatusEnum.Active
MS PIPE 40*40*2.6 JINDAL,Pipes,"[40.0, 40.0, 2.6]",17.0,kg/piece,5.0,5.0,"[""MSP40*40*2.6J""]",MaterialStatusEnum.Active
MS PIPE 100*100*4 JINDAL,Pipes,"[100.0, 100.0, 4.0]",73.0,kg/piece,5.0,5.0,"[""MSP100*100*4J""]",MaterialStatusEnum.Active
GP PIPES 20*20*1.6,Pipes,"[20.0, 20.0, 1.6]",5.5,kg/piece,5.0,5.0,"[""GPP20*20*1.6""]",MaterialStatusEnum.Active
GP PIPES 30*30*1.6,Pipes,"[30.0, 30.0, 1.6]",8.6,kg/piece,5.0,5.0,"[""GPP30*30*1.6""]",MaterialStatusEnum.Active
GP PIPES 30*30*2,Pipes,"[30.0, 30.0, 2.0]",11.5,kg/piece,5.0,5.0,"[""GPP30*30*2""]",MaterialStatusEnum.Active
GP PIPES 50*50*2,Pipes,"[50.0, 50.0, 2.0]",18.0,kg/piece,5.0,5.0,"[""GPP50*20*2""]",MaterialStatusEnum.Active
GP PIPES 72*72*2,Pipes,"[72.0, 72.0, 2.0]",26.0,kg/piece,5.0,5.0,"[""GPP72*72*2""]",MaterialStatusEnum.Active
GP PIPES 80*40*2,Pipes,"[80.0, 40.0, 2.0]",22.0,kg/piece,5.0,5.0,"[""GPP80*40*2""]",MaterialStatusEnum.Active
GP PIPES 60*40*1.4,Pipes,"[60.0, 40.0, 1.4]",13.5,kg/piece,5.0,5.0,"[""GPP60*40*1.4""]",MaterialStatusEnum.Active
GP PIPES 60*40*1.6,Pipes,"[60.0, 40.0, 1.6]",14.5,kg/piece,5.0,5.0,"[""GPP60*40*1.6""]",MaterialStatusEnum.Active
GP PIPES 25*25*1.6,Pipes,"[25.0, 25.0, 1.6]",7.5,kg/piece,5.0,5.0,"[""GPP25*25*1.6""]",MaterialStatusEnum.Active
GP PIPES 40*40*1.6,Pipes,"[40.0, 40.0, 1.6]",11.0,kg/piece,5.0,5.0,"[""GPP40*40*1.6""]",MaterialStatusEnum.Active
GP PIPES 40*40*2,Pipes,"[40.0, 40.0, 2.0]",14.5,kg/piece,5.0,5.0,"[""GPP40*40*2""]",MaterialStatusEnum.Active
GP PIPES 50*50*1.6,Pipes,"[50.0, 50.0, 1.6]",14.5,kg/piece,5.0,5.0,"[""GPP50*50*1.6""]",MaterialStatusEnum.Active
GP PIPES 100*100*2,Pipes,"[100.0, 100.0, 2.0]",37.0,kg/piece,5.0,5.0,"[""GPP100*100*2""]",MaterialStatusEnum.Active
GP PIPES 38*38*2,Pipes,"[38.0, 38.0, 2.0]",14.5,kg/piece,5.0,5.0,"[""GPP38*38*2""]",MaterialStatusEnum.Active
GP PIPES 25*25*1.6,Pipes,"[25.0, 25.0, 1.6]",7.5,kg/piece,5.0,5.0,"[""GPP25*25*1.6""]",MaterialStatusEnum.Active
GP PIPES 25*25*2,Pipes,"[25.0, 25.0, 2.0]",9.0,kg/piece,5.0,5.0,"[""GPP25*25*2""]",MaterialStatusEnum.Active
GP PIPES 60*60*1.8,Pipes,"[60.0, 60.0, 1.8]",20.0,kg/piece,5.0,5.0,"[""GPP60*60*1.8""]",MaterialStatusEnum.Active
GP PIPES RECTANGLE 100*50*2 RAIPUR,Pipes,"[100.0, 50.0, 2.0]",27.5,kg/piece,5.0,5.0,"[""GPP100*50*2R""]",MaterialStatusEnum.Active
GP PIPES 11/2 ROUND 1.8MM,Pipes,"[11.0, 2.0, 1.8]",12.5,kg/piece,5.0,5.0,"[""GPP1-1/2*1.8""]",MaterialStatusEnum.Active
GP PIPES 1 ROUND 2MM,Pipes,"[1.0, 2.0]",9.4,kg/piece,5.0,5.0,"[""GPP1*2""]",MaterialStatusEnum.Active
GP PIPES 3 ROUND 2MM,Pipes,"[3.0, 2.0]",26.0,kg/piece,5.0,5.0,"[""GPP3*2""]",MaterialStatusEnum.Active
GP PIPES 3/4 ROUND 2MM,Pipes,"[3.0, 4.0, 2.0]",7.5,kg/piece,5.0,5.0,"[""GPP3/4*2""]",MaterialStatusEnum.Active
ISA 50x50x5,Angles,"[50.0, 50.0, 5.0]",3.8,kg/m,5.0,8.0,"[""ANG"", ""ANGLE"", ""ANG50""]",MaterialStatusEnum.Active
ISA 65x65x6,Angles,"[65.0, 65.0, 6.0]",5.8,kg/m,5.0,5.0,"[""ANG65""]",MaterialStatusEnum.Active
MS PLATE 12*1.25*2.5,Plates,"[12.0, 1.25, 2.5]",300.0,kg/piece,5.0,5.0,"[""MS12*1.25*2.5""]",MaterialStatusEnum.Active
